,Sentence,test
446,삼성한테 3연패로 드림리그 3위인 삼성과 승률차이가 너무많이 나네요...,괴로움
447,  방 없으니까 왠지 이질감이 ;;,괴로움
448,다른사람 생겼는지 등을 다른사람에게 물어본걸 전남친이 알게되면 기분이 나쁜가요 그게?,괴로움
449,글타고 통증은 없는데34살인데 뿌그덕;;;;,괴로움
450,20대 초반까진 안그랫는데1,괴로움
451,제생각엔 둘다 그래픽쪽이나 성능은 비슷하다고 보는데 친구는 너무 엑박쪽을 몰아세우네요..,괴로움
452,술먹고 깨서 또자고;,괴로움
453, 어찌할바를 모르겠어요,괴로움
454,마이피좀 관리하려고 하는데..글쓰는데에 삭제밖에 없어요..,괴로움
455,그러명서 사귀자는데 어캐해야되?,괴로움
456,월레이런가여?;;,괴로움
457, 상황마다 다른가요?,괴로움
458, 고수님들 도와주세요,괴로움
459,인수인계도 못받고 일한지 사개월 되었네요.,괴로움
460,치약을 바꿨다거나 하지도 않았어요.,괴로움
461,하나? 글이 왜 저럼,괴로움
462,1시 반에 입대인데난여기서 뭐하는건지 모르겟네;;,괴로움
463, 저말에 의미 두면 안되겠죠...?,괴로움
464, 이걸 써먹어서 비대님에게 메롱이라고 하다니..-ㅁ-+++ 쩝..제 닉넴을 또 누가..-ㅁ-;;,괴로움
465,다른 뮤지션과 함동공연이라서 형대가 피날레일 줄은 몰랐어요. ^^(댓글로),괴로움
466, (가발쓰는 아나운서가 몸을 틀으라는데 가발을 옆으로 돌렸다는...-.-;) ㅋㅋ,괴로움
467,역시월요일은 지하철에사람이많아요.....,괴로움
468, 으아아아 시간이 얼마안남았어요!,괴로움
469,클스마스공연에 와요??;,괴로움
470,힘든 순간들이 매 있겠지만..,괴로움
471,개인적으로 유느님 받아서 좋지만. 올해는 정준하를 주는게... 조금은 더 의미 있는 상이 아니였나 싶다.,괴로움
472,순간 손에들고있는 마가X트 보고움찔하고들어왔다,괴로움
473,모야 인터뷰 읽었는데 대체 저기에서 뭐가 논란거리야???????,괴로움
474,기억 못하는게 아니라 기억하기 곤란한 거 아닐까?,괴로움
475,블랙리스트 작성도 죄가 되나?,괴로움
476,요즘은 감기걸리면 팔꿈치 수술하나봐?,괴로움
477,무기인가요????!,괴로움
478,건방이 하늘을 찌르더리ㅣ,괴로움
479,우리 고유의 누룽지가 그럼 개쓜애기였단 말이더냐..ㅜㅜ,괴로움
480,NC도 롯데랑 같은 경남지역인데 왜 롯데랑 동선차이가 이렇게 많이남?,괴로움
481,강훈련를 소화 못할 몸을 만들었다던 코끼리 할배가 우승만 10번을 했다,괴로움
482,애플 광고하는것도아니고 사과마크좀 가리시지...,괴로움
483,당했네 함정취재,괴로움
484,거의 매주 제작진 방송에 나오고 멤버들이랑 투닥거려서 진짜 우애 쩔고 친한줄 알았네,괴로움
485,뉴스 내용이 중간어 잘린거같은 기분 나만 그런가? 한국이 8위인데 그다음 내용이 나와야하지 않나?,괴로움
486,왜 국립경찰뱡원에 장례식장이 마련되었나????,괴로움
487,정유라가 못생겼냐 박나래가 못생겼냐?,괴로움
488,뭐가 말도 안된다는 거야? ㅋㅋㅋㅋㅋ,괴로움
489,미국판 두테르테인 트럼프가 당선 되는건가,괴로움
490,사람사는데 맞나..,괴로움
491,이런 붉은 기사는 처음본다,괴로움
492,나르샤 맞아?...,괴로움
493,저거 프레디처럽 막 죽이는거 아닌가 싶다 ㅋㅋㅋㅋ,괴로움
494,유연석과 잘 되다가 알고보니 서현진이 원수같은 원장의 딸?,괴로움
495,와 원빈이랑 영화 찍던게 엊그제 같은데 언제 결혼했대냐;;;,괴로움
496,난또 서울대병원 기사인줄알았네!!!,괴로움
497,교체티노 일부로그러는거냐 정답나왓는데 자꾸 오답찍어대,괴로움
498,조선족이 박근혜 하야하라 시위하는 격이네,괴로움
499,호감순 정리가 안되네;,괴로움
500,너그들이 프로 맞냐?,괴로움
501,"왜 우리동네 마트는 12,000원인가?",괴로움
502,갑자기 좃문가들이 왜케 많아졌지? ㅋㅋㅋㅋㅋ,괴로움
503,수비력 패스력 부터 안좋았는데 ;;,괴로움
504,타고투저 시대에 선발 방어율이 4.53이면 괜찮타고 본다 6이닝3실점하면 방어율이 4.50 나오는데 이정도면 계산서는정도잖아?,괴로움
505,박사모는 경찰추정인원이 안나와 신기하게 ㅋ 1000명정도 나왔을꺼같은데 ㅋ,괴로움
506,로즌솔은 또 누군데? 마데카솔은 아는데,괴로움
507,삼억도 모자른 판에 삼백?????,괴로움
508,진짜 일본갈껀아니었잖아,괴로움
509,류뚱이 왜 들어감??ㅋㅋㅋ 국뽕 ㄴㄴ ㅋㅋㅋㅋㅋ,괴로움
510,전라도 이야기아닌가?,괴로움
511,진짜 배우들 맞나...? 헉...,괴로움
512,지X과 개소리의 차이냐 머냐?,괴로움
513,돈 많은 부촌인데 그사람들 돈 모아 만들라고 하는게..,괴로움
514,송파힘찬병원에 갔더니 판독비로 또 3만원 요구해서 황당했음,괴로움
515,절 2번 한거야?,괴로움
516,흠.......성폭행 당한거 같은데..,괴로움
517,일왕은 신라사람 아님??,괴로움
518,B1A4도 완전난감할듯...,괴로움
519,쌀값 보장하라는데 퇴진하라는 이유는?,괴로움
520,손흥민 저 자세 뭔가 설현 입간판같네;;,괴로움
521,그래도 재밌어서 신경안쓰이는데..,괴로움
522,"많이 늦었구만, 하는 사람이 있을지 의문",괴로움
523,명불허전 대륙.....별일이 다일어 난다...,괴로움
524,특타해서 9위???,괴로움
525,저기는 길라임이라 그라고 여기는 또 머냐? 참 ㅎㅎ,괴로움
526,이정재말투로하자면 이건 잘될관상인가? 망할관상인데,괴로움
527,받아주는 팀이 있다는게 의외... 이왕가는거 내 생각이 틀렸기를 바람...,괴로움
528,일부러 잃어버리기 쉽게 만든거 아냐?,괴로움
529,인터넷 신문 보나 종이 신문보나 인터넷 쪽이 환경이라던가 가성비라던가 더 이득인데....,괴로움
530,이건 음해가 아닐까요? 말이 안되는 얘기네요,괴로움
531,그야말로 생뚱맞다,괴로움
532,어이없네 12년만에 영입한게 이원석이가?,괴로움
533, Nll대화록에 포기란 말이 없으니 포기가 아니라며?,괴로움
534, 젊은 패기의 우격다짐으로 막 해내려고 하는 느낌?,괴로움
535,난 노트가 좋던데...,괴로움
536,코발트블루인줄 알았음,괴로움
537,이원석이 주전급으로 뭔갈 보여줬느냐?,괴로움
538,요구하는 자가 그 이유를 명확히 설명해야 발급해 준다...,괴로움
539,난 잘 뽑은거 같은데....아닌가,괴로움
540,어제 맞은건 솔까 그냥 플라이볼 같았는데..,괴로움
541,어짜피 시키는거만 하는거 아님?,괴로움
542, 지금이 유신시대야?,괴로움
543, 게임이 아니고 도박임,괴로움
544, 삼성 설명 듣고 오우 ok! 이게 뭐냐?,괴로움
545, 신종자살인가? 머지,괴로움
546,참.어이없네요.,괴로움
547, 1900년때 대포 화살 칼짚신 신던..헬조선인들이..일본한테 대드는 이유가?ㅋㅋ,괴로움
548,lpg도 충전소 별로안많게 느껴지던데..,괴로움
549,김성근감독 말대로 임창용 추가징계는 아니지,괴로움
550, 시비붙은거일수도 있는데,괴로움
551, 당사자들은 얼마나 더 당황했겠어요,괴로움
552,별로 안닮았는데;;,괴로움
553,25살 여자가 미쳤다고 자기 자식도 모자라 남의자을 셋이나 키운다고 얼싸좋다 같이살자 했을까...?,괴로움
554, 용어를 똑바로 사용하세요?,괴로움
555, 그리고 돈많은 테슬라가 뭐가 아쉬워서 발뺌을 하겠어,괴로움
556, 정말 뿌리는 속일수가 없네,괴로움
557, 메이저 전 구단이 당신의 행복을 방해? ㅋ,괴로움
558,보호자가 왜 필요함~??,괴로움
559, 문재인이는 이런제도를 고칠 생각도 않고 대통령 할려고???,괴로움
560,몰랐던 사실이다.,괴로움
561, 술파는곳은 아니고요^^;,괴로움
562,본인이 앞으로 얼마를 해야 하는지 알아야 되니 알려 달라고 하시는데...,괴로움
563,흔히 군대용여친이라 하죠;,괴로움
564,어떻게 해야할까요,괴로움
565,괜히 자꾸 기대하게 되잖아기대하면 안되는데 ..,괴로움
566,딱 3인데333 3333이렇게 나오기도 쉽지 않겠구만--;;0,괴로움
567, 왜 하나의 폴더만 사라진걸까요..,괴로움
568, 흠그래서 받아줄지 안받아줄지모르겟어요 ㅠㅠ,괴로움
569,지금 파마중인데 비엄청온다...,괴로움
570,너무 황당해서요,괴로움
571,외국 촌놈이라 아무것도 모르겠음..,괴로움
572,그럼 나 좋냐구하니까 편하다고 하구멀까 이거,괴로움
573,그 분이 말이 열심히 하면 성과가 나온다던데~~~휴혹시 [프리스퀘어]라고 아시나요??,괴로움
574,일병 - 여기가 어디지?..,괴로움
575,얼굴이 완전 빨간 정도로 ;,괴로움
576,그런데 알바 하다가 돈 주은거 내가 가져도 됨?ㅋㅋㅋ,괴로움
577,배를왜만지는거에요???ㅠㅠㅠ,괴로움
578,그런데 어머님이무작정 선자리 잡아놓았네;;;;;;;;;;;;,괴로움
579,이때는자고 먹고한다는데 우리아가는 퇴원하는그날부터 눈떠있는시간이 더많아요;;,괴로움
580,미적분은 고딩때 배워보질못해서;;,괴로움
581,거참. 희한한 사람이 많네요 ㅎㅎㅎ,괴로움
582, 아무리 검색을 해도 이런 경우는 안나와 있어서..,괴로움
583,비율이 안맞나요?,괴로움
584,때는묻기싫고 마음이 뭐이래?ㅋ,괴로움
585, 자기도 저 뷰러 어디껀지 ㅇ모른데,괴로움
586,아 갑자기 이런거 써서 너무 당황스럽네요;,괴로움
587,아직 어리니까 야단친다고 해봤자 아직 모르고...,괴로움
588, 제가 성질이 이상한건지ㅠㅠ.,괴로움
589, 근데 제가 딱한번 인사한거 말고는 그날이 처음이라서..ㅠㅠ,괴로움
590,한번씩 가끔 깜 박거리긴해요..,괴로움
591,너무 단호해서 어찌할바를 모르겠어요;,괴로움
592,아님 항상 정해져 있나요?,괴로움
593," 그치만 꼭 말을많이 할 필요는 없는것같아 눈만 봐도알수 있는게 있잖아""이러셨는데 이거 무슨뜻임?",괴로움
594, 도대체 뭘 믿어야 하는건지,괴로움
595,그럼 남녀구분없이? 화장실을 같이쓰나요? ㅡㅡ;;;,괴로움
596, 나보고 자꾸 가을쿨톤이라는데 도대체 가을쿨톤이 뭔느낌이야,괴로움
597,그분이 인천에서 부천까지오시는데 한시간 걸리신데서ㄷㄷ;;,괴로움
598, 개인한달 지출금액이 55정도면 많이 쓰는건지 적당히 쓰는건지도통 감이안오네요.,괴로움
599,왜 충전이 안 되징,괴로움
600,첨부터 그사람이 어떤사람인지도 모르고  결혼전제로 일단 만날수가 있나요?,괴로움
601,기분이 묘하내요,괴로움
602,벌써 4시를 향해가고 있음...,괴로움
603,근데 엊그제 차단 풀고 친구추가까지 했더라구요.,괴로움
604,분명 새벽 2시30분부터 9시30분까지 잤는데..,괴로움
605,아무튼 저도 놀래서 번호주고 급히 나왔어요,괴로움
606,남녀 관계는 모를 일이다,괴로움
607, 정말 상황이난처합니다 ㅜㅜ,괴로움
608, 주민등록번호 모르는데......,괴로움
609,원래 다 이런건가요?,괴로움
610,그리고 지키지못할 약속은 안해야하는거 아닌가요;,괴로움
611,저만 이래요?,괴로움
612, 저도 진짜 모르겠네요,괴로움
613, 다리만 보게되네문제는 아는 한국여자는 하나도 없다는게 고민0,괴로움
614,차단확인 어플 쓰고있는데 이제 어떻게 확인해요?,괴로움
615,제가 테이블을 딱다가 유리종류를깨뜨렸습니다,괴로움
616,피곤하다 한 날은 한번에 20시간도 자고요,괴로움
617, 이러면서 풀죽어 있는데이건 무슨 경우죠 ?0,괴로움
618,하면서 계속 정보얻고 떠들으려고그래서 내 노트북도 친오빠아플때준거남친줬다고 구라깠어 실컷 ?? ㅋㅋㅋㅋㅋㅋㅋ,괴로움
619,어떻게쓰는지 아시는분?,괴로움
620,21일이 남자친구랑 2주년인데 심리학회 연차학술대회랑 일정이 겹침;,괴로움
621,"모든 남자가 다?그렇다는데, 저는 이말을 어떻게 받아드려야 할까요?",괴로움
622,찬유 다운받아 보다가 갑자기 뽐뿌가;;,괴로움
623,세상은 참 아이러니 한것 같음..,괴로움
624," 하지만이주전쯤부터 애정표현, 연락이줄어 어느정도 예상은 했었지만 좀  당황스럽군요",괴로움
625,이런 경우는 처음이라서요,괴로움
626,안 보였을텐데요..,괴로움
627, 내가 너보다 위다?,괴로움
628, 플스하면 정말 오타쿠인가요?0,괴로움
629, 제가 못된건가요?,괴로움
630,내가 해킹을 당했었나 ?? ㅋㅋㅋㅋ,괴로움
631,여자친구 사귀면 만나서 모해야 할지??,괴로움
632, 먼가 서로 다 알건 다 알고 온 느낌?,괴로움
633,어떻게 대처해야 하죠??,괴로움
634,어이없는 이유로 갑자기 헤어졌습니다..,괴로움
635,내가 톡으로 생일물어봤는데 내가 걔ㅣ생일을 잘몰라서 생일을 틀렸거든?,괴로움
636,일을 열심히 해서 다 해놨더니 심심해메신저로 대화할 사람 없어?,괴로움
637,근황주고 받으면서 예전에 카톡프사바꾼거를 거의 다 알더라구요.,괴로움
638, 이상하네요;,괴로움
639, 무엇을 보장해주는지 잘 모르겠어요,괴로움
640,그럼오히려 근육이 더붙지않나요?..,괴로움
641,남자들 군대가면 전여친 생각하나요?,괴로움
642,너무 황당하네요..,괴로움
643,곧 결혼할 남자친구 집에 인사갈건데뭐 사들고 가야 좋을까요?,괴로움
644, 돈을 훔치려는건 아니구요..,괴로움
645,남친이 논산에서 월요일날 보냈다는데...,괴로움
646,왜 커피를 뽑고 먹진않고 가죠 ?,괴로움
647, 지금 톡보내면 칼답입니다...,괴로움
648,사랑하는 사람 아이갖고 싶은게 정말 미친건가요?,괴로움
649,어떻게 하면.. 깨무는 버릇을 고칠수 있나요??휴...,괴로움
650,온라인에서는 피임약 구매못하나요?,괴로움
651,혹시 미니스톱 알바 해보신분들중 노래 바꾸는법 아시는 분있나요,괴로움
652,제가 맘충인가요?,괴로움
653,순간 이모집으로 들어갈뻔했음....ㅋㅋㅋ,괴로움
654,나라는 존재가 생각이나 날까?,괴로움
655, 원래 어색해서 그런가..,괴로움
656,승급시험보려면 OPIC이 필요하다고 하는데일때문에 정신이 없다보니 제출기한 3주 남았네요 ㅋ ;;,괴로움
